Run, Time Trad, Time ToA,,, Time First ASP, Time Second ASP, Plan Length Trad, Activity Length ToA, New Activity, Activity Name, Number Activities, Conditions Index, Goal,Goal Holds
422,33.917705,197.971471,14.713225763,57.8557335118,26.565771,171.405124,13,13,True,66,66,217,tidy_all(library),False
423,23.616585,124.41871,14.7342738936,58.0130927943,16.725605,107.692327,12,12,True,67,67,44,tidy_all(library),False
424,15.215923,16.824364,14.7354098585,57.915949566,16.824076,0,12,0,False,37,67,566,tidy_all(library),False
425,17.313819,38.82107,14.7414767035,57.8710204376,34.341348,4.479013,8,8,True,0,67,365,tidy_all(library),False
426,4.360727,43.33174,14.7171087465,57.8368906714,22.139128,21.191959,17,17,True,0,67,508,tidy_all(library),False
427,18.429925,199.018666,14.7258038665,58.1675271475,19.83206,179.18592,16,16,True,0,67,301,tidy_all(library),False
428,0.279775,19.188211,14.6920514626,58.076453979,16.223386,2.964173,8,8,True,0,67,282,tidy_all(library),False
429,46.037765,34.780755,14.7651183939,58.0221516503,18.77781,16.002248,9,9,True,0,67,11,tidy_all(library),False
430,0.241037,22.336787,14.7313414605,57.9391624302,19.609555,2.726439,7,7,True,0,67,498,tidy_all(library),False
431,38.978535,17.570102,14.7875994501,57.8454987169,17.569813,0,11,0,False,31,67,121,tidy_all(library),False
432,0.249925,23.525809,14.7539474259,57.7660549907,23.52548,0,4,0,False,55,67,318,tidy_all(library),False
433,24.341002,34.155076,14.7760884296,57.7115261709,18.865798,15.28858,11,11,True,68,68,95,tidy_all(library),False
434,24.53494,21.759569,14.7985742627,57.6286875599,15.994899,5.76391,10,10,True,0,68,32,tidy_all(library),False
435,5.476157,31.82779,14.7771434184,57.5693751517,27.174012,4.653074,10,10,True,0,68,214,tidy_all(library),False
436,1.597161,42.221712,14.7469141009,57.5341740894,30.692826,11.528217,21,21,True,0,68,165,tidy_all(library),False
437,33.462722,298.248396,14.7897420366,58.0850075492,33.054587,265.193189,15,15,True,0,68,225,tidy_all(library),False
438,44.366102,262.501541,14.8572679726,58.5517119635,15.446152,247.05475,12,12,True,69,69,2,tidy_all(library),False
439,7.830538,28.107747,14.841261754,58.4823635239,21.710103,6.397005,11,11,True,70,70,538,tidy_all(library),False
440,54.967955,32.932934,14.9324587841,58.4242966386,32.932554,0,13,0,False,36,70,151,tidy_all(library),False
441,49.346687,38.823253,15.0104955828,58.3798498277,38.822908,0,11,0,False,33,70,398,tidy_all(library),False
442,0.854684,30.525109,14.9784688597,58.316830052,25.461108,5.063337,23,23,True,0,70,345,tidy_all(library),False
443,41.106751,99.805904,15.0374491806,58.4104848465,29.65404,70.150938,12,12,True,71,71,362,tidy_all(library),False
444,49.701435,20.787125,15.1155212207,58.3257475495,20.78684,0,10,0,False,22,71,73,tidy_all(library),False
445,6.566112,124.129364,15.0963090652,58.4736208449,22.580457,101.548209,15,15,True,0,71,326,tidy_all(library),False
446,19.199311,32.030225,15.1055086211,58.4143307197,27.735183,4.294391,8,8,True,0,71,385,tidy_all(library),False
447,0.333051,21.235782,15.0724606174,58.3311572327,21.235461,0,7,0,False,5,71,96,tidy_all(library),False
448,35.583024,20.499982,15.118243125,58.2467126451,20.499733,0,9,0,False,24,71,37,tidy_all(library),False
449,17.558792,31.082165,15.1236786459,58.186212539,19.230108,11.851398,11,11,True,72,72,141,tidy_all(library),False
450,0.33098,19.94117,15.0908059822,58.1012235556,19.940932,0,4,0,False,8,72,575,tidy_all(library),False
451,2.080219,23.163078,15.0619576741,58.0237553836,20.125684,3.036747,7,7,True,0,72,500,tidy_all(library),False
452,3.753306,45.608411,15.0369385332,57.9962878075,17.590731,28.017019,18,18,True,0,72,16,tidy_all(library),False
453,0.24937,25.469661,15.004294894,57.9244850993,22.477081,2.991871,6,6,True,0,72,463,tidy_all(library),False
454,5.873613,61.70513,14.9841832599,57.932812511,26.317872,35.386562,18,18,True,0,72,448,tidy_all(library),False
455,0.662234,19.62692,14.9527064484,57.8486237363,19.626634,0,6,0,False,22,72,90,tidy_all(library),False
456,18.72734,319.48689,14.9609841535,58.422391864,27.260712,292.225484,14,14,True,0,72,368,tidy_all(library),False
457,1.19095,29.058432,14.9308527877,58.3581381225,23.467275,5.590305,24,24,True,0,72,310,tidy_all(library),False
458,49.407595,32.670195,15.0061295175,58.3020509105,32.669909,0,11,0,False,23,72,398,tidy_all(library),False
459,4.721678,42.350833,14.983723305,58.2672988017,19.985349,22.364853,14,14,True,0,72,106,tidy_all(library),False
460,4.678535,70.082177,14.9613207217,58.2929833196,26.606177,43.475292,18,18,True,0,72,307,tidy_all(library),False
461,27.702705,26.603151,14.9889592993,58.2242418178,20.283636,6.318879,9,9,True,0,72,509,tidy_all(library),False
462,41.610764,304.379296,15.0465822532,58.7570449654,41.633248,262.745315,12,12,True,73,73,182,tidy_all(library),False
463,0.256442,32.088941,15.0146381058,58.6994464687,32.088675,0,6,0,False,42,73,372,tidy_all(library),False
464,12.058218,333.381725,15.0082665108,59.2914341379,26.790938,306.590108,14,14,True,0,73,373,tidy_all(library),False
465,15.629471,396.517672,15.0096024344,60.0166518538,20.894722,375.622287,14,14,True,0,73,117,tidy_all(library),False
466,17.406297,63.610064,15.0147455558,60.0243630386,24.674347,38.935043,13,13,True,74,74,471,tidy_all(library),False
467,0.250854,20.789276,14.983131227,59.940347863,20.788994,0,4,0,False,13,74,78,tidy_all(library),False
468,20.57635,29.035879,14.9950825491,59.8743126731,23.536598,5.498599,10,10,True,0,74,457,tidy_all(library),False
469,1.359794,40.659129,14.9660094392,59.8333421322,32.969722,7.688698,22,22,True,0,74,202,tidy_all(library),False
470,19.292507,42.216657,14.9752147532,59.7958598234,42.216402,0,11,0,False,1,74,227,tidy_all(library),False
471,16.150668,30.244433,14.9777104076,59.7331179406,30.24412,0,11,0,False,26,74,168,tidy_all(library),False
472,9.953705,31.06726,14.9670663284,59.6723851907,18.056685,13.009853,12,12,True,75,75,574,tidy_all(library),False
473,35.140047,29.234085,15.0097153362,59.6080336047,29.233809,0,13,0,False,49,75,511,tidy_all(library),False
474,57.029185,40.712293,15.0983640063,59.568169173,40.711976,0,12,0,False,55,75,187,tidy_all(library),False
475,33.221353,39.177684,15.1365176674,59.5252418358,39.177344,0,11,0,False,48,75,242,tidy_all(library),False
476,0.35071,39.971515,15.1054550462,59.4841625777,39.97124,0,7,0,False,48,75,176,tidy_all(library),False
477,0.32306,29.859385,15.0744647002,59.4220561258,29.859152,0,7,0,False,7,75,234,tidy_all(library),False
478,0.234436,30.834275,15.0434186151,59.3622490523,27.891601,2.941931,7,7,True,0,75,498,tidy_all(library),False
479,24.86045,240.722699,15.0639134614,59.7408721211,42.394969,198.327092,15,15,True,0,75,405,tidy_all(library),False
480,22.481443,27.463541,15.0793666479,59.6736276813,27.463237,0,11,0,False,58,75,485,tidy_all(library),False
481,0.258098,25.453317,15.0485531996,59.6024835842,25.453051,0,3,0,False,34,75,114,tidy_all(library),False
482,3.093296,47.796726,15.0237497614,59.5779903112,31.409798,16.38624,20,20,True,0,75,274,tidy_all(library),False
483,24.291286,34.036519,15.042937207,59.5251094182,30.254097,3.781714,9,9,True,0,75,420,tidy_all(library),False
484,28.862717,25.236126,15.0714904711,59.4542644112,20.407194,4.828265,11,11,True,76,76,473,tidy_all(library),False
485,8.328067,98.843487,15.0575865052,59.5354793031,40.331717,58.511051,17,17,True,0,76,226,tidy_all(library),False
486,25.531551,37.802942,15.0791378724,59.4907621481,37.802633,0,9,0,False,53,76,422,tidy_all(library),False
487,49.613972,234.185484,15.1500512895,59.8494782094,53.440636,180.744141,15,15,True,0,76,224,tidy_all(library),False
488,1.067389,28.987507,15.121193375,59.7862364652,23.122501,5.864298,23,23,True,0,76,526,tidy_all(library),False
489,14.412575,28.070104,15.1197442577,59.7213772986,28.069825,0,13,0,False,56,76,335,tidy_all(library),False
490,57.454077,37.022509,15.2061408551,59.6750530776,37.022181,0,12,0,False,55,76,187,tidy_all(library),False
491,12.727523,25.4015,15.2010927536,59.6052495071,19.225103,6.174571,8,8,True,0,76,133,tidy_all(library),False
492,0.260141,20.439771,15.1707249654,59.525644876,20.439422,0,4,0,False,69,76,6,tidy_all(library),False
493,33.47419,21.742204,15.2078516694,59.4490050365,21.741913,0,10,0,False,40,76,134,tidy_all(library),False
494,0.596955,33.317122,15.1782749555,59.3961064879,29.731013,3.585387,8,8,True,0,76,270,tidy_all(library),False
495,5.439004,45.108628,15.1585996606,59.3672428949,17.076733,28.031233,17,17,True,0,76,52,tidy_all(library),False
496,9.895228,110.081424,15.1479880242,59.4694892278,17.663449,92.416001,14,14,True,0,76,547,tidy_all(library),False
497,19.421384,34.506162,15.1565864064,59.4192612052,34.50584,0,11,0,False,1,76,227,tidy_all(library),False
498,2.130052,30.645939,15.1304287068,59.3614834498,21.135901,9.509186,19,19,True,0,76,338,tidy_all(library),False
499,0.234992,26.554313,15.1005781323,59.2957376172,26.553967,0,7,0,False,16,76,503,tidy_all(library),False
500,8.068826,81.188089,15.086514628,59.33952232,17.93464,63.25274,13,13,True,77,77,70,tidy_all(library),False
501,6.304525,63.219399,15.0689857066,59.3472665848,29.320752,33.897963,15,15,True,0,77,351,tidy_all(library),False
502,22.543945,26.255854,15.0838760637,59.2813474363,26.25553,0,12,0,False,62,77,257,tidy_all(library),False
503,1.086041,31.77839,15.0560473658,59.2266695885,23.210779,8.566886,20,20,True,0,77,560,tidy_all(library),False
504,33.428308,51.26114,15.0925002639,59.2108649663,34.629185,16.631274,11,11,True,78,78,515,tidy_all(library),False
505,29.814652,38.052596,15.1216530396,59.168967404,18.984313,19.0674,10,10,True,0,78,17,tidy_all(library),False
506,49.742897,35.060632,15.1900744704,59.1213224723,35.060358,0,11,0,False,23,78,398,tidy_all(library),False
507,11.653887,81.290919,15.1830997416,59.1650494872,27.438099,53.852104,15,15,True,0,78,172,tidy_all(library),False
508,1.205889,26.180022,15.1555855472,59.1001183307,19.102829,7.075816,22,22,True,0,78,561,tidy_all(library),False
509,14.028166,36.780166,15.1533705776,59.0562677367,31.61927,5.16022,9,9,True,0,78,356,tidy_all(library),False
510,19.396348,499.634087,15.1616901412,59.9201458137,25.585461,474.047977,14,14,True,0,78,440,tidy_all(library),False
511,44.935666,47.2737,15.2199562387,59.8953973875,24.002171,23.270719,10,10,True,0,78,89,tidy_all(library),False
512,24.91181,34.762798,15.2388856406,59.8463102793,23.720944,11.041145,12,12,True,79,79,278,tidy_all(library),False
513,0.231872,13.316155,15.2096322027,59.7556082222,13.315862,0,0,0,False,0,79,432,tidy_all(library),True
514,24.224901,37.202487,15.2271716362,59.7117305545,32.992469,4.209353,9,9,True,0,79,420,tidy_all(library),False
515,15.954008,38.923285,15.2285829689,59.6713646408,38.923001,0,11,0,False,61,79,342,tidy_all(library),False
516,7.001525,71.179206,15.2126390581,59.6936666589,29.883012,41.295497,17,17,True,0,79,483,tidy_all(library),False
517,2.740387,55.8556,15.1885147795,59.6862429323,40.085274,15.769593,19,19,True,0,79,412,tidy_all(library),False
518,18.365941,41.572095,15.1946488069,59.6512735347,34.794136,6.777261,7,7,True,0,79,101,tidy_all(library),False
519,16.157751,38.754489,15.1965044952,59.6110099807,38.754177,0,11,0,False,61,79,342,tidy_all(library),False
520,27.684149,34.168145,15.2205191962,59.5620813942,27.978369,6.189091,9,9,True,0,79,509,tidy_all(library),False
521,20.265076,28.338906,15.2302016468,59.5021520749,23.259771,5.078313,10,10,True,0,79,558,tidy_all(library),False
522,53.323592,39.872354,15.3031774904,59.4645470977,39.872066,0,10,0,False,12,79,209,tidy_all(library),False
523,0.288854,29.431038,15.2744694149,59.4071216501,25.661405,3.769003,7,7,True,0,79,139,tidy_all(library),False
524,0.298035,23.38419,15.2458884332,59.3383755973,23.383905,0,6,0,False,57,79,60,tidy_all(library),False
525,24.344256,196.844545,15.2632186571,59.6002921105,35.250451,161.593441,15,15,True,0,79,81,tidy_all(library),False
526,2.229365,38.546955,15.2384394677,59.5602667548,26.536736,12.009547,17,17,True,0,79,352,tidy_all(library),False
527,9.203982,92.375317,15.2269888843,59.6225344023,35.311703,57.062875,17,17,True,0,79,93,tidy_all(library),False
528,3.814099,47.570466,15.2053735625,59.5997085152,30.545829,17.023952,17,17,True,0,79,337,tidy_all(library),False
529,17.247834,56.0572,15.2092345463,59.5930119017,27.078165,28.978321,12,12,True,80,80,280,tidy_all(library),False
530,7.839775,83.967066,15.1953299057,59.639000683,35.688766,48.277593,17,17,True,0,80,163,tidy_all(library),False
531,18.413509,192.691341,15.2013905066,59.8895700621,28.829079,163.861544,16,16,True,0,80,301,tidy_all(library),False
532,14.016458,26.097526,15.1991631898,59.8260511823,26.097221,0,13,0,False,44,80,350,tidy_all(library),False
533,57.084426,40.140019,15.2777471726,59.789116788,40.139711,0,12,0,False,55,80,187,tidy_all(library),False
534,3.231906,44.257917,15.2551894176,59.7600321442,20.745954,23.511235,18,18,True,0,80,58,tidy_all(library),False
535,2.386151,45.723818,15.2311351402,59.7337962299,21.291187,24.431946,16,16,True,0,80,563,tidy_all(library),False
536,18.153579,35.271107,15.2365874608,59.6881568843,35.270832,0,13,0,False,65,80,244,tidy_all(library),False
537,24.679865,28.271642,15.2541727076,59.6296531322,21.813771,6.45719,8,8,True,0,80,61,tidy_all(library),False
538,22.752674,40.348874,15.2681104424,59.5938152528,40.348541,0,12,0,False,62,80,257,tidy_all(library),False
539,1.084599,31.865474,15.2417959499,59.5423712059,21.773471,10.091294,20,20,True,0,80,560,tidy_all(library),False
540,21.107846,34.387668,15.2526590056,59.4957884222,27.04427,7.342693,10,10,True,0,80,545,tidy_all(library),False
541,6.782472,102.120459,15.2370024677,59.5745770924,40.407939,61.711819,16,16,True,0,80,364,tidy_all(library),False
542,14.553587,31.046536,15.2357415535,59.5219423303,31.046252,0,7,0,False,46,80,429,tidy_all(library),False
543,5.272948,96.868992,15.2173938674,59.5907214273,21.780061,75.088259,14,14,True,0,80,136,tidy_all(library),False
544,20.176664,35.642101,15.2265101728,59.5466982279,35.641849,0,12,0,False,27,80,377,tidy_all(library),False
545,2.151992,64.152697,15.2025202312,59.5551496018,50.35993,13.79206,21,21,True,0,80,238,tidy_all(library),False
546,10.323105,99.845131,15.1935835733,59.6289407766,22.296388,77.548088,15,15,True,0,80,123,tidy_all(library),False
547,0.249633,23.836926,15.1662637367,59.5635074771,23.836645,0,6,0,False,10,80,546,tidy_all(library),False
548,5.498985,73.165054,15.1486227172,59.5883278175,26.929503,46.23482,16,16,True,0,80,76,tidy_all(library),False
549,10.698579,101.176864,15.1405169909,59.664081071,39.686342,61.48989,16,16,True,0,80,199,tidy_all(library),False
550,48.287895,47.870946,15.2007849509,59.6426390073,33.031461,14.838788,9,9,True,0,80,149,tidy_all(library),False
551,32.241824,28.054655,15.2317124265,59.5853105426,28.054355,0,11,0,False,34,80,110,tidy_all(library),False
552,5.414343,40.849913,15.213927337,59.5513696051,19.975725,20.873502,17,17,True,0,80,52,tidy_all(library),False
553,0.245427,19.932856,15.1868595244,59.4797267233,19.932502,0,5,0,False,24,80,54,tidy_all(library),False
554,22.004747,37.111502,15.1991661805,59.4393508664,37.111215,0,9,0,False,7,80,162,tidy_all(library),False
555,0.290025,33.624976,15.1723028631,59.3928384793,30.480505,3.143785,3,3,True,0,80,539,tidy_all(library),False
556,8.090665,109.196771,15.1595661043,59.4824138975,30.157373,79.038759,18,18,True,0,80,302,tidy_all(library),False
557,0.998739,33.482977,15.1341427163,59.4357362729,27.729291,5.753065,21,21,True,0,80,334,tidy_all(library),False
558,3.915154,23.804951,15.1140370018,59.371881819,20.575756,3.228556,6,6,True,0,80,571,tidy_all(library),False
559,24.47047,28.335611,15.1307748068,59.3163607621,21.774823,6.560102,8,8,True,0,80,61,tidy_all(library),False
560,0.239152,26.214354,15.1041826232,59.2572500357,23.106139,3.107477,5,5,True,0,80,71,tidy_all(library),False
561,45.939686,30.73034,15.1591478699,59.2063999287,30.730095,0,11,0,False,1,80,155,tidy_all(library),False
562,39.939351,25.034366,15.203240758,59.1455955979,25.034069,0,12,0,False,71,80,434,tidy_all(library),False
563,0.255333,21.945628,15.1766903002,59.0795210551,21.945363,0,4,0,False,69,80,6,tidy_all(library),False
564,7.644237,49.566182,15.1633348865,59.0626534326,49.565877,0,7,0,False,32,80,248,tidy_all(library),False
565,28.65611,42.653687,15.1872159044,59.0336110142,42.653431,0,13,0,False,36,80,223,tidy_all(library),False
566,43.190462,34.289343,15.2366916042,58.9898932261,34.289073,0,10,0,False,62,80,185,tidy_all(library),False
567,5.369189,63.140259,15.2192886014,58.9972130952,20.604174,42.535362,16,16,True,0,80,553,tidy_all(library),False
568,5.676062,71.608896,15.2024871461,59.0194167623,48.072997,23.535229,19,19,True,0,80,232,tidy_all(library),False
569,47.632807,47.199989,15.2594824359,58.9986444815,32.566639,14.632581,9,9,True,0,80,149,tidy_all(library),False
570,18.639802,181.230717,15.2654128211,59.213086714,28.850857,152.379182,16,16,True,0,80,301,tidy_all(library),False
571,30.580972,27.427255,15.2922351664,59.1574197583,27.426964,0,10,0,False,27,80,449,tidy_all(library),False
572,17.604574,36.088591,15.2962777168,59.1170896381,36.088326,0,8,0,False,6,80,320,tidy_all(library),False
573,7.057358,88.737323,15.2818991483,59.1687828901,21.821662,66.914974,14,14,True,0,80,557,tidy_all(library),False
574,5.854394,76.96925,15.2654749233,59.1997941568,31.641488,45.327041,18,18,True,0,80,448,tidy_all(library),False
575,33.933185,203.056739,15.2979405061,59.4499801478,46.584004,156.47191,15,15,True,0,80,157,tidy_all(library),False
576,1.514513,34.820422,15.2740109444,59.4072204983,25.734562,9.08516,19,19,True,0,80,328,tidy_all(library),False
577,20.205788,32.906763,15.2825582184,59.3612924957,32.906481,0,11,0,False,19,80,479,tidy_all(library),False
578,13.734159,139.183454,15.279879327,59.4993931211,19.766425,119.416313,15,15,True,0,80,51,tidy_all(library),False
579,0.240923,33.319019,15.2539053092,59.4541765855,33.318773,0,4,0,False,29,80,391,tidy_all(library),False
580,0.233148,13.535718,15.2280074517,59.3750068293,13.535411,0,0,0,False,0,80,540,tidy_all(library),True
581,30.633004,31.068802,15.2545220757,59.3262870275,31.068505,0,13,0,False,4,80,27,tidy_all(library),False
582,33.282448,31.990374,15.2854978935,59.2793181048,31.990082,0,13,0,False,5,80,91,tidy_all(library),False
583,7.42647,77.89329,15.2720175712,59.3112460154,21.842235,56.050253,16,16,True,0,80,129,tidy_all(library),False
584,0.511939,30.037268,15.246743464,59.2611193408,25.281494,4.755034,8,8,True,0,80,103,tidy_all(library),False
585,23.674682,25.460849,15.2611501966,59.2033411009,25.460558,0,12,0,False,67,80,44,tidy_all(library),False
586,37.13437,24.285664,15.2984765102,59.1437546212,24.285359,0,12,0,False,22,80,85,tidy_all(library),False
587,13.337708,33.676271,15.2951361891,59.1003687888,21.469442,12.205967,12,12,True,81,81,460,tidy_all(library),False
588,23.328122,156.497133,15.3087977296,59.2660095442,156.496894,0,10,0,False,35,81,459,tidy_all(library),False
589,0.232875,13.852423,15.2832019355,59.1889066808,13.852181,0,0,0,False,0,81,504,tidy_all(library),True
590,18.957826,30.954134,15.2894301119,59.1410511339,23.619826,7.333642,10,10,True,0,81,131,tidy_all(library),False
591,0.37434,27.996272,15.2641930728,59.088352692,27.995983,0,7,0,False,54,81,330,tidy_all(library),False
592,5.132933,66.032893,15.2470794578,59.1000833345,20.775373,45.256879,14,14,True,0,81,64,tidy_all(library),False
593,24.702247,34.2403,15.2630240911,59.0581612715,30.00151,4.238156,9,9,True,0,81,420,tidy_all(library),False
594,42.28631,461.095396,15.3085178384,59.734991633,32.159308,428.935402,14,14,True,0,81,290,tidy_all(library),False
595,24.043333,118.658183,15.3231982,59.8340222067,32.331649,86.32586,14,14,True,0,81,254,tidy_all(library),False
596,36.369063,252.998891,15.3585100537,60.1581243356,40.285188,212.713001,14,14,True,0,81,183,tidy_all(library),False
597,0.334032,34.257042,15.3333434238,60.114738938,34.256782,0,7,0,False,68,81,96,tidy_all(library),False
598,39.481353,327.276434,15.3737247107,60.5614976254,47.657001,279.618537,13,13,True,82,82,229,tidy_all(library),False
599,0.236478,32.646875,15.3484538481,60.5148955843,32.646553,0,4,0,False,29,82,391,tidy_all(library),False
600,25.192033,236.779386,15.3648598133,60.808669735,30.702649,206.076037,16,16,True,0,82,296,tidy_all(library),False
601,2.306332,41.427349,15.3431318136,60.7764212812,27.212282,14.214407,17,17,True,0,82,347,tidy_all(library),False
602,21.791226,241.859681,15.3538429336,61.0772240382,57.67687,184.182168,16,16,True,0,82,194,tidy_all(library),False
603,2.534812,47.421389,15.3325841758,61.0545775456,32.870707,14.549961,20,20,True,0,82,454,tidy_all(library),False
604,30.588721,126.704369,15.3578426805,61.1632692533,38.896579,87.806947,12,12,True,83,83,197,tidy_all(library),False
605,7.171211,70.61101,15.3443110579,61.1788853537,22.342336,48.267987,16,16,True,0,83,4,tidy_all(library),False
606,44.488999,23.921368,15.3924046023,61.117404302,23.921098,0,12,0,False,69,83,2,tidy_all(library),False
607,5.040005,84.207178,15.3753495783,61.1554434679,43.2668,40.939603,18,18,True,0,83,268,tidy_all(library),False
608,5.460558,39.573238,15.3590423553,61.1199464194,34.16185,5.410666,10,10,True,0,83,214,tidy_all(library),False
609,25.956105,40.479709,15.3764431149,61.0860544039,40.47943,0,12,0,False,35,83,387,tidy_all(library),False
610,0.264964,41.6344,15.3516701984,61.0541664459,41.634074,0,6,0,False,71,83,392,tidy_all(library),False
611,1.084617,44.346989,15.3283198658,61.0268224566,38.113916,6.231237,23,23,True,0,83,526,tidy_all(library),False
612,2.371349,51.639888,15.3071483448,61.0114843284,25.348835,26.290338,16,16,True,0,83,563,tidy_all(library),False
613,5.265696,83.793387,15.290767509,61.0486489331,33.795364,49.997296,16,16,True,0,83,379,tidy_all(library),False
614,4.270965,65.183295,15.2728199479,61.0553828844,28.780052,36.402411,18,18,True,0,83,292,tidy_all(library),False
615,22.586393,58.942959,15.2847119366,61.0519480488,25.930633,33.011582,12,12,True,84,84,433,tidy_all(library),False
616,29.863942,42.635028,15.3083795179,61.0220504513,42.634766,0,13,0,False,7,84,161,tidy_all(library),False
617,17.080792,576.303736,15.3112521475,61.8571909465,101.120669,475.182436,14,14,True,0,84,446,tidy_all(library),False
618,52.339582,699.930018,15.3711685388,62.8896712492,30.721525,669.207867,14,14,True,0,84,295,tidy_all(library),False
619,9.199941,82.744903,15.3611988659,62.9217475525,34.19609,48.548118,17,17,True,0,84,93,tidy_all(library),False
620,9.942114,132.003182,15.3524584065,63.033169221,34.0953,97.907126,16,16,True,0,84,369,tidy_all(library),False
621,34.544689,312.245781,15.3833637697,63.4344777746,24.095774,288.149286,14,14,True,0,84,86,tidy_all(library),False
622,17.217123,31.737323,15.3863119357,63.3835177186,31.737043,0,13,0,False,25,84,531,tidy_all(library),False
623,0.335766,37.314226,15.362153756,63.3416729486,37.313923,0,7,0,False,68,84,96,tidy_all(library),False
624,0.345979,51.492321,15.3380893734,63.3226836026,51.492059,0,6,0,False,73,84,212,tidy_all(library),False
625,18.431884,241.766354,15.3430394448,63.6081934752,28.738265,213.027344,16,16,True,0,84,301,tidy_all(library),False
626,40.704267,261.825835,15.3835525879,63.9248350751,44.753378,217.071805,15,15,True,0,84,152,tidy_all(library),False
627,2.313397,44.152636,15.3627070447,63.8933004673,31.647635,12.504282,19,19,True,0,84,333,tidy_all(library),False
628,37.186877,27.227294,15.3974589076,63.8349151067,27.227012,0,12,0,False,22,84,85,tidy_all(library),False
629,6.273351,79.62792,15.3829531717,63.8600232226,30.314221,49.313012,15,15,True,0,84,112,tidy_all(library),False
630,12.11603,46.978446,15.3777675794,63.8332270683,26.535406,20.442288,12,12,True,85,85,455,tidy_all(library),False
631,0.231802,15.240666,15.3537644643,63.7562182552,15.240405,0,0,0,False,0,85,324,tidy_all(library),True
632,0.375781,37.519334,15.3300651234,63.7147041978,37.519052,0,8,0,False,27,85,378,tidy_all(library),False
633,19.870845,202.8962,15.3372385513,63.9345801785,56.473645,146.421683,16,16,True,0,85,189,tidy_all(library),False
634,36.958209,27.996816,15.3713410284,63.8778960079,27.996458,0,12,0,False,22,85,85,tidy_all(library),False
635,46.299069,43.105632,15.4200461118,63.8451837811,28.04874,15.056125,9,9,True,0,85,11,tidy_all(library),False
636,23.746422,27.771776,15.4331378978,63.7884645865,27.771424,0,12,0,False,67,85,44,tidy_all(library),False
637,24.66768,35.395058,15.4476348242,63.7438909498,28.853671,6.540653,8,8,True,0,85,61,tidy_all(library),False
638,5.230277,141.179454,15.4316201567,63.8652633056,108.949858,32.228905,17,17,True,0,85,489,tidy_all(library),False
639,4.147644,46.942691,15.4139613521,63.8387804069,46.942429,0,9,0,False,39,85,240,tidy_all(library),False
640,13.96076,46.894011,15.411690725,63.8123042047,28.565675,18.327589,8,8,True,0,85,77,tidy_all(library),False
641,14.562628,146.557868,15.4103661342,63.9413924477,21.796099,124.76096,16,16,True,0,85,15,tidy_all(library),False
642,10.627394,123.285112,15.4029160218,64.033828148,36.877718,86.40674,16,16,True,0,85,272,tidy_all(library),False
643,3.773523,49.189848,15.384829874,64.0107426423,30.953506,18.235624,17,17,True,0,85,327,tidy_all(library),False
644,2.139859,50.829952,15.3642631491,63.9902755761,37.814091,13.015141,19,19,True,0,85,514,tidy_all(library),False
645,33.068331,30.001364,15.3917113163,63.9375795891,30.001114,0,13,0,False,5,85,91,tidy_all(library),False
646,21.84968,300.373983,15.4017081718,64.3035802136,67.853507,232.519706,16,16,True,0,85,194,tidy_all(library),False
647,39.968169,26.542721,15.4396779722,64.2452172164,26.542438,0,10,0,False,67,85,62,tidy_all(library),False
648,3.048323,52.848085,15.4205555108,64.2276290494,36.33369,16.513642,20,20,True,0,85,308,tidy_all(library),False
649,6.60522,29.003391,15.4069725593,64.1733544145,29.003107,0,13,0,False,2,85,142,tidy_all(library),False
650,22.603259,25.759984,15.4180437692,64.1142569215,19.506121,6.253189,10,10,True,0,85,565,tidy_all(library),False
651,21.079713,27.345291,15.4267406498,64.0577761751,27.344933,0,12,0,False,57,85,55,tidy_all(library),False
652,12.886535,141.430963,15.4228446288,64.1764467071,49.196301,92.233903,16,16,True,0,85,262,tidy_all(library),False
653,39.722267,25.793617,15.460056608,64.1176674885,25.793339,0,10,0,False,67,85,62,tidy_all(library),False
654,0.232761,15.225341,15.4367732813,64.0429085795,15.225007,0,0,0,False,0,85,540,tidy_all(library),True
655,24.351276,156.346397,15.4503832092,64.1838299359,38.060346,118.285365,15,15,True,0,85,81,tidy_all(library),False
656,4.133247,46.007272,15.4331314771,64.1561217683,46.006931,0,9,0,False,39,85,240,tidy_all(library),False
657,23.747806,27.589863,15.4457869939,64.1004653623,27.589603,0,12,0,False,67,85,44,tidy_all(library),False
658,17.901544,45.721316,15.4495191474,64.0725335243,34.60163,11.118965,12,12,True,86,86,263,tidy_all(library),False
659,16.312956,183.882558,15.4508293703,64.2543393278,40.916721,142.965074,15,15,True,0,86,92,tidy_all(library),False
660,0.283016,34.553447,15.4278478348,64.2093379758,28.770318,5.782407,7,7,True,0,86,67,tidy_all(library),False
661,4.128356,57.464704,15.4107532935,64.1991342935,35.518827,21.94525,17,17,True,0,86,523,tidy_all(library),False
662,7.779702,105.139465,15.3992260257,64.2609776934,31.88296,73.255716,16,16,True,0,86,316,tidy_all(library),False
663,20.010072,68.438744,15.4061805445,64.267279,68.438461,0,12,0,False,41,86,207,tidy_all(library),False
664,13.620173,37.235929,15.4034907741,64.2265691355,37.235545,0,13,0,False,15,86,521,tidy_all(library),False
665,3.796579,53.455058,15.3860367714,64.2103713744,35.368216,18.086166,17,17,True,0,86,327,tidy_all(library),False
666,20.014161,85.560471,15.3929859069,64.2424285811,85.56019,0,11,0,False,19,86,479,tidy_all(library),False
